,FIPS,County,State,Year,Month,Shootings,Population,Ratio County
855,12086,Miami-Dade County,Florida,2014,7,1,2634056.0,0.3796426499664396
856,12086,Miami-Dade County,Florida,2014,9,1,2634056.0,0.3796426499664396
857,12086,Miami-Dade County,Florida,2014,11,1,2634056.0,0.3796426499664396
858,12086,Miami-Dade County,Florida,2014,12,1,2634056.0,0.3796426499664396
859,12086,Miami-Dade County,Florida,2015,1,1,2659549.0,0.37600360061047944
860,12086,Miami-Dade County,Florida,2015,5,1,2659549.0,0.37600360061047944
861,12086,Miami-Dade County,Florida,2015,6,3,2659549.0,1.1280108018314383
862,12086,Miami-Dade County,Florida,2015,7,1,2659549.0,0.37600360061047944
863,12086,Miami-Dade County,Florida,2015,12,2,2659549.0,0.7520072012209589
864,12086,Miami-Dade County,Florida,2016,4,1,2689890.0,0.3717624140764121
865,12086,Miami-Dade County,Florida,2016,5,1,2689890.0,0.3717624140764121
866,12086,Miami-Dade County,Florida,2016,7,1,2689890.0,0.3717624140764121
867,12086,Miami-Dade County,Florida,2016,8,1,2689890.0,0.3717624140764121
868,12086,Miami-Dade County,Florida,2016,9,2,2689890.0,0.7435248281528242
869,12086,Miami-Dade County,Florida,2016,10,1,2689890.0,0.3717624140764121
870,12086,Miami-Dade County,Florida,2017,1,2,2709126.0,0.7382454710485965
871,12086,Miami-Dade County,Florida,2017,4,1,2709126.0,0.36912273552429825
872,12086,Miami-Dade County,Florida,2017,5,1,2709126.0,0.36912273552429825
873,12086,Miami-Dade County,Florida,2017,10,1,2709126.0,0.36912273552429825
874,12086,Miami-Dade County,Florida,2017,12,1,2709126.0,0.36912273552429825
875,12086,Miami-Dade County,Florida,2018,3,1,2709711.0,0.36904304554987594
876,12086,Miami-Dade County,Florida,2018,4,1,2709711.0,0.36904304554987594
877,12086,Miami-Dade County,Florida,2018,11,1,2709711.0,0.36904304554987594
878,12086,Miami-Dade County,Florida,2018,12,2,2709711.0,0.7380860910997519
879,12086,Miami-Dade County,Florida,2019,1,1,2711612.0,0.36878432460101224
880,12086,Miami-Dade County,Florida,2019,4,1,2711612.0,0.36878432460101224
881,12086,Miami-Dade County,Florida,2019,11,1,2711612.0,0.36878432460101224
882,12086,Miami-Dade County,Florida,2020,4,1,2695685.0,0.3709632245607332
883,12086,Miami-Dade County,Florida,2020,7,2,2695685.0,0.7419264491214664
884,12086,Miami-Dade County,Florida,2020,9,1,2695685.0,0.3709632245607332
885,12086,Miami-Dade County,Florida,2020,10,1,2695685.0,0.3709632245607332
886,12086,Miami-Dade County,Florida,2020,11,1,2695685.0,0.3709632245607332
887,12086,Miami-Dade County,Florida,2020,12,1,2695685.0,0.3709632245607332
888,12086,Miami-Dade County,Florida,2021,1,3,2669748.0,1.1237015628441336
889,12086,Miami-Dade County,Florida,2021,4,1,2669748.0,0.3745671876147112
890,12086,Miami-Dade County,Florida,2021,5,2,2669748.0,0.7491343752294224
891,12086,Miami-Dade County,Florida,2021,6,2,2669748.0,0.7491343752294224
892,12086,Miami-Dade County,Florida,2021,9,1,2669748.0,0.3745671876147112
893,12086,Miami-Dade County,Florida,2022,1,1,2673056.0,0.37410364766020615
894,12086,Miami-Dade County,Florida,2022,2,1,2673056.0,0.37410364766020615
895,12086,Miami-Dade County,Florida,2022,4,2,2673056.0,0.7482072953204123
896,12086,Miami-Dade County,Florida,2022,5,1,2673056.0,0.37410364766020615
897,12086,Miami-Dade County,Florida,2022,6,1,2673056.0,0.37410364766020615
898,12086,Miami-Dade County,Florida,2022,7,1,2673056.0,0.37410364766020615
899,12086,Miami-Dade County,Florida,2022,8,1,2673056.0,0.37410364766020615
900,12086,Miami-Dade County,Florida,2022,9,2,2673056.0,0.7482072953204123
901,12086,Miami-Dade County,Florida,2022,10,1,2673056.0,0.37410364766020615
902,12086,Miami-Dade County,Florida,2023,1,3,2686867.0,1.1165420543703874
903,12086,Miami-Dade County,Florida,2023,3,1,2686867.0,0.37218068479012917
904,12091,Okaloosa County,Florida,2016,6,1,200912.0,4.977303496057976
905,12095,Orange County,Florida,2014,2,1,1257031.0,0.7955253291287168
906,12095,Orange County,Florida,2014,9,1,1257031.0,0.7955253291287168
907,12095,Orange County,Florida,2015,3,1,1291844.0,0.7740872736955855
908,12095,Orange County,Florida,2015,8,2,1291844.0,1.548174547391171
909,12095,Orange County,Florida,2016,2,3,1327775.0,2.2594189527593156
910,12095,Orange County,Florida,2016,4,1,1327775.0,0.7531396509197718
911,12095,Orange County,Florida,2016,6,1,1327775.0,0.7531396509197718
912,12095,Orange County,Florida,2016,9,1,1327775.0,0.7531396509197718
913,12095,Orange County,Florida,2016,11,1,1327775.0,0.7531396509197718
914,12095,Orange County,Florida,2016,12,1,1327775.0,0.7531396509197718
915,12095,Orange County,Florida,2017,6,1,1357720.0,0.7365288866629349
916,12095,Orange County,Florida,2018,1,1,1383657.0,0.7227224666228697
917,12095,Orange County,Florida,2018,6,1,1383657.0,0.7227224666228697
918,12095,Orange County,Florida,2018,7,1,1383657.0,0.7227224666228697
919,12095,Orange County,Florida,2018,9,1,1383657.0,0.7227224666228697
920,12095,Orange County,Florida,2020,4,1,1431679.0,0.6984805951613455
921,12095,Orange County,Florida,2020,10,2,1431679.0,1.396961190322691
922,12095,Orange County,Florida,2021,3,1,1427761.0,0.7003973354083772
923,12095,Orange County,Florida,2021,9,1,1427761.0,0.7003973354083772
924,12095,Orange County,Florida,2021,11,1,1427761.0,0.7003973354083772
925,12095,Orange County,Florida,2021,12,1,1427761.0,0.7003973354083772
926,12095,Orange County,Florida,2022,7,1,1451761.0,0.6888186140831721
927,12095,Orange County,Florida,2022,8,1,1451761.0,0.6888186140831721
928,12095,Orange County,Florida,2022,10,1,1451761.0,0.6888186140831721
929,12095,Orange County,Florida,2022,11,1,1451761.0,0.6888186140831721
930,12095,Orange County,Florida,2023,2,1,1471416.0,0.6796174569258456
931,12095,Orange County,Florida,2023,4,1,1471416.0,0.6796174569258456
932,12095,Orange County,Florida,2023,6,1,1471416.0,0.6796174569258456
933,12095,Orange County,Florida,2023,12,1,1471416.0,0.6796174569258456
934,12097,Osceola County,Florida,2022,5,1,422543.0,2.3666230419152607
935,12099,Palm Beach County,Florida,2014,1,1,1399064.0,0.7147635847966927
936,12099,Palm Beach County,Florida,2015,8,1,1424772.0,0.7018666846344538
937,12099,Palm Beach County,Florida,2017,1,1,1470583.0,0.6800024208086181
938,12099,Palm Beach County,Florida,2018,2,1,1482833.0,0.6743847756288133
939,12099,Palm Beach County,Florida,2018,4,1,1482833.0,0.6743847756288133
940,12099,Palm Beach County,Florida,2019,11,1,1497800.0,0.6676458806249165
941,12099,Palm Beach County,Florida,2020,1,1,1494282.0,0.6692177246329675
942,12099,Palm Beach County,Florida,2020,6,1,1494282.0,0.6692177246329675
943,12099,Palm Beach County,Florida,2020,8,1,1494282.0,0.6692177246329675
944,12099,Palm Beach County,Florida,2020,12,1,1494282.0,0.6692177246329675
945,12099,Palm Beach County,Florida,2021,6,1,1503435.0,0.6651434880789658
946,12099,Palm Beach County,Florida,2022,11,1,1519867.0,0.6579523076690263
947,12101,Pasco County,Florida,2015,2,1,495130.0,2.019671601397613
948,12103,Pinellas County,Florida,2019,12,1,975367.0,1.0252551091025224
949,12103,Pinellas County,Florida,2021,2,1,959583.0,1.0421193372537862
950,12103,Pinellas County,Florida,2021,3,1,959583.0,1.0421193372537862
951,12103,Pinellas County,Florida,2021,10,1,959583.0,1.0421193372537862
952,12103,Pinellas County,Florida,2022,5,1,961792.0,1.0397258450891669
953,12105,Polk County,Florida,2015,1,1,648823.0,1.5412523908677713
954,12105,Polk County,Florida,2016,1,1,666271.0,1.5008907786771448
955,12105,Polk County,Florida,2020,11,1,730158.0,1.3695665869578912
956,12105,Polk County,Florida,2020,12,1,730158.0,1.3695665869578912
957,12105,Polk County,Florida,2021,9,1,755598.0,1.3234550647301873
958,12105,Polk County,Florida,2022,1,1,788382.0,1.2684206387258967
959,12105,Polk County,Florida,2023,1,1,818330.0,1.2220009042806692
960,12105,Polk County,Florida,2023,5,1,818330.0,1.2220009042806692
961,12109,St. Johns County,Florida,2015,8,1,226582.0,4.413413245535833
962,12111,St. Lucie County,Florida,2023,1,1,373586.0,2.6767598357540163
963,12115,Sarasota County,Florida,2014,12,1,396636.0,2.5212033199205317
964,12115,Sarasota County,Florida,2016,3,1,413395.0,2.4189939404201795
965,12115,Sarasota County,Florida,2018,1,1,426890.0,2.3425238351800233
966,12117,Seminole County,Florida,2017,3,1,463052.0,2.15958466867652
967,12117,Seminole County,Florida,2023,1,1,484271.0,2.0649594958194895
968,12119,Sumter County,Florida,2021,6,1,134870.0,7.414547341884778
969,12127,Volusia County,Florida,2015,2,1,517144.0,1.9336973840941787
970,12127,Volusia County,Florida,2015,4,1,517144.0,1.9336973840941787
971,12127,Volusia County,Florida,2015,9,1,517144.0,1.9336973840941787
972,12127,Volusia County,Florida,2016,2,1,529100.0,1.89000189000189
973,12127,Volusia County,Florida,2020,5,1,555776.0,1.7992860432980193
974,12127,Volusia County,Florida,2023,7,1,590357.0,1.693890307051496
975,13001,Appling County,Georgia,2016,4,1,18443.0,54.22111370167543
976,13009,Baldwin County,Georgia,2015,6,1,45566.0,21.946187947153582
977,13009,Baldwin County,Georgia,2022,7,1,43633.0,22.91843329589989
978,13015,Bartow County,Georgia,2014,8,1,101251.0,9.876445664734176
979,13033,Burke County,Georgia,2014,3,1,22629.0,44.19108223960405
980,13033,Burke County,Georgia,2022,7,1,24434.0,40.92657771957109
981,13033,Burke County,Georgia,2023,4,1,24438.0,40.919878877158524
982,13051,Chatham County,Georgia,2015,1,1,286239.0,3.493584032923536
983,13051,Chatham County,Georgia,2015,8,1,286239.0,3.493584032923536
984,13051,Chatham County,Georgia,2015,12,2,286239.0,6.987168065847072
985,13051,Chatham County,Georgia,2017,7,1,289771.0,3.4510009628292684
986,13051,Chatham County,Georgia,2018,7,1,289771.0,3.4510009628292684
987,13051,Chatham County,Georgia,2019,6,1,290185.0,3.446077502283026
988,13051,Chatham County,Georgia,2021,6,1,295690.0,3.381920254320403
989,13051,Chatham County,Georgia,2022,1,1,301025.0,3.321983223984719
990,13059,Clarke County,Georgia,2015,2,1,123621.0,8.089240501209341
991,13059,Clarke County,Georgia,2016,7,1,124873.0,8.00813626644671
992,13059,Clarke County,Georgia,2021,9,1,129206.0,7.739578657337893
993,13059,Clarke County,Georgia,2023,4,1,129933.0,7.696274233643493
994,13063,Clayton County,Georgia,2015,1,1,272874.0,3.6646950607239974
995,13063,Clayton County,Georgia,2017,1,1,284175.0,3.5189583883170585
996,13063,Clayton County,Georgia,2020,11,1,299439.0,3.3395783448381806
997,13063,Clayton County,Georgia,2021,11,1,299210.0,3.34213428695565
998,13063,Clayton County,Georgia,2022,6,1,298399.0,3.3512176649385554
999,13063,Clayton County,Georgia,2022,8,1,298399.0,3.3512176649385554
1000,13067,Cobb County,Georgia,2014,4,1,727847.0,1.3739151222715762
1001,13067,Cobb County,Georgia,2019,12,1,761060.0,1.3139568496570573
1002,13067,Cobb County,Georgia,2021,3,1,766662.0,1.304355765643791
1003,13071,Colquitt County,Georgia,2016,5,1,45471.0,21.992038881924746
1004,13081,Crisp County,Georgia,2022,10,1,19729.0,50.686806224339804
1005,13087,Decatur County,Georgia,2014,5,1,27183.0,36.78769819372402
1006,13087,Decatur County,Georgia,2015,10,1,27063.0,36.9508184606289
1007,13087,Decatur County,Georgia,2016,8,1,26682.0,37.47844989131249
1008,13087,Decatur County,Georgia,2020,8,1,29326.0,34.09943394939644
1009,13087,Decatur County,Georgia,2022,6,1,29019.0,34.46018126055343
1010,13087,Decatur County,Georgia,2023,6,1,29087.0,34.37961976140544
1011,13087,Decatur County,Georgia,2023,10,1,29087.0,34.37961976140544
1012,13087,Decatur County,Georgia,2023,11,1,29087.0,34.37961976140544
1013,13089,DeKalb County,Georgia,2014,5,1,725247.0,1.3788405881030876
1014,13089,DeKalb County,Georgia,2016,6,1,747299.0,1.3381524664157183
1015,13089,DeKalb County,Georgia,2021,5,1,759113.0,1.3173269328808754
1016,13089,DeKalb County,Georgia,2022,5,1,761779.0,1.3127166802970416
1017,13095,Dougherty County,Georgia,2017,1,1,89537.0,11.168567184515899
1018,13095,Dougherty County,Georgia,2018,9,1,89247.0,11.20485842661378
1019,13095,Dougherty County,Georgia,2019,1,1,87854.0,11.382521000751247
1020,13095,Dougherty County,Georgia,2020,5,1,85155.0,11.743291644647995
1021,13095,Dougherty County,Georgia,2020,9,1,85155.0,11.743291644647995
1022,13095,Dougherty County,Georgia,2023,1,1,82645.0,12.099945550245025
1023,13097,Douglas County,Georgia,2015,2,1,140264.0,7.129413106713055
1024,13097,Douglas County,Georgia,2023,3,1,149160.0,6.704210244033253
1025,13099,Early County,Georgia,2022,6,1,10560.0,94.6969696969697
1026,13107,Emanuel County,Georgia,2018,10,1,22582.0,44.28305730227615
1027,13107,Emanuel County,Georgia,2021,7,1,22899.0,43.6700292589196
1028,13107,Emanuel County,Georgia,2022,9,1,22946.0,43.58058049333217
1029,13113,Fayette County,Georgia,2015,6,1,110215.0,9.073175157646418
1030,13115,Floyd County,Georgia,2015,4,1,96209.0,10.394037979814778
1031,13121,Fulton County,Georgia,2014,5,1,992321.0,1.0077384233529272
1032,13121,Fulton County,Georgia,2014,6,1,992321.0,1.0077384233529272
1033,13121,Fulton County,Georgia,2014,8,1,992321.0,1.0077384233529272
1034,13121,Fulton County,Georgia,2014,10,3,992321.0,3.0232152700587815
1035,13121,Fulton County,Georgia,2014,11,1,992321.0,1.0077384233529272
1036,13121,Fulton County,Georgia,2015,3,1,1005752.0,0.9942808962845712
1037,13121,Fulton County,Georgia,2015,7,1,1005752.0,0.9942808962845712
1038,13121,Fulton County,Georgia,2016,3,2,1023816.0,1.9534760152214852
1039,13121,Fulton County,Georgia,2016,5,1,1023816.0,0.9767380076107426
1040,13121,Fulton County,Georgia,2016,6,1,1023816.0,0.9767380076107426
1041,13121,Fulton County,Georgia,2016,8,1,1023816.0,0.9767380076107426
1042,13121,Fulton County,Georgia,2017,1,1,1039996.0,0.9615421597775377
1043,13121,Fulton County,Georgia,2017,4,1,1039996.0,0.9615421597775377
1044,13121,Fulton County,Georgia,2017,6,1,1039996.0,0.9615421597775377
1045,13121,Fulton County,Georgia,2017,11,1,1039996.0,0.9615421597775377
1046,13121,Fulton County,Georgia,2018,7,1,1051516.0,0.9510078781492627
1047,13121,Fulton County,Georgia,2018,10,1,1051516.0,0.9510078781492627
1048,13121,Fulton County,Georgia,2019,3,1,1065019.0,0.9389503849227103
1049,13121,Fulton County,Georgia,2019,6,3,1065019.0,2.8168511547681305
1050,13121,Fulton County,Georgia,2019,7,1,1065019.0,0.9389503849227103
1051,13121,Fulton County,Georgia,2019,8,1,1065019.0,0.9389503849227103
1052,13121,Fulton County,Georgia,2020,1,1,1069394.0,0.9351090430655119
1053,13121,Fulton County,Georgia,2020,3,1,1069394.0,0.9351090430655119
1054,13121,Fulton County,Georgia,2020,6,2,1069394.0,1.8702180861310238
1055,13121,Fulton County,Georgia,2020,7,3,1069394.0,2.8053271291965354
1056,13121,Fulton County,Georgia,2020,10,2,1069394.0,1.8702180861310238
1057,13121,Fulton County,Georgia,2021,2,1,1062451.0,0.9412198774343475
1058,13121,Fulton County,Georgia,2021,4,2,1062451.0,1.882439754868695
1059,13121,Fulton County,Georgia,2021,5,1,1062451.0,0.9412198774343475
1060,13121,Fulton County,Georgia,2021,9,1,1062451.0,0.9412198774343475
1061,13121,Fulton County,Georgia,2021,10,1,1062451.0,0.9412198774343475
1062,13121,Fulton County,Georgia,2021,12,1,1062451.0,0.9412198774343475
1063,13121,Fulton County,Georgia,2022,1,1,1073698.0,0.9313605874277497
1064,13121,Fulton County,Georgia,2022,3,1,1073698.0,0.9313605874277497
1065,13121,Fulton County,Georgia,2022,4,2,1073698.0,1.8627211748554995
1066,13121,Fulton County,Georgia,2022,7,2,1073698.0,1.8627211748554995
1067,13121,Fulton County,Georgia,2022,8,1,1073698.0,0.9313605874277497
1068,13121,Fulton County,Georgia,2022,10,1,1073698.0,0.9313605874277497
1069,13121,Fulton County,Georgia,2022,11,2,1073698.0,1.8627211748554995
1070,13121,Fulton County,Georgia,2022,12,1,1073698.0,0.9313605874277497
1071,13121,Fulton County,Georgia,2023,4,1,1079105.0,0.9266938805769597
1072,13121,Fulton County,Georgia,2023,5,1,1079105.0,0.9266938805769597
1073,13121,Fulton County,Georgia,2023,9,1,1079105.0,0.9266938805769597
1074,13121,Fulton County,Georgia,2023,10,1,1079105.0,0.9266938805769597
1075,13121,Fulton County,Georgia,2023,11,1,1079105.0,0.9266938805769597
1076,13121,Fulton County,Georgia,2023,12,1,1079105.0,0.9266938805769597
1077,13127,Glynn County,Georgia,2022,1,1,85145.0,11.744670855599272
1078,13127,Glynn County,Georgia,2023,5,1,86172.0,11.604697581581023
1079,13135,Gwinnett County,Georgia,2014,10,1,871052.0,1.1480370861900322
1080,13135,Gwinnett County,Georgia,2015,7,1,888597.0,1.125369543223756
1081,13135,Gwinnett County,Georgia,2015,9,1,888597.0,1.125369543223756
1082,13135,Gwinnett County,Georgia,2021,5,1,965338.0,1.0359065943741985
1083,13141,Hancock County,Georgia,2020,9,1,8711.0,114.79738261967628
1084,13147,Hart County,Georgia,2022,9,1,26886.0,37.19407870267054
1085,13151,Henry County,Georgia,2019,4,1,234671.0,4.261284947863179
1086,13151,Henry County,Georgia,2020,9,1,241852.0,4.1347601012189275
1087,13151,Henry County,Georgia,2023,7,1,254613.0,3.927529230636299
1088,13153,Houston County,Georgia,2016,7,1,151287.0,6.609953267630398
1089,13153,Houston County,Georgia,2021,9,1,167228.0,5.979859832085536
1090,13157,Jackson County,Georgia,2016,5,1,65091.0,15.363107034766712
1091,13157,Jackson County,Georgia,2016,10,1,65091.0,15.363107034766712
1092,13163,Jefferson County,Georgia,2022,9,1,15294.0,65.3851183470642
1093,13163,Jefferson County,Georgia,2023,8,1,15183.0,65.86313640255548
1094,13167,Johnson County,Georgia,2014,8,1,9813.0,101.90563538163661
1095,13175,Laurens County,Georgia,2019,8,1,47567.0,21.02297811507978
1096,13175,Laurens County,Georgia,2023,9,1,49941.0,20.02362788089946
1097,13185,Lowndes County,Georgia,2022,12,1,119499.0,8.36827086419133
1098,13189,McDuffie County,Georgia,2023,5,1,21799.0,45.87366392953805
1099,13191,McIntosh County,Georgia,2016,7,1,14068.0,71.08330963889678
1100,13193,Macon County,Georgia,2014,9,1,13822.0,72.34843003906815
1101,13193,Macon County,Georgia,2018,6,1,13153.0,76.02828252109785
1102,13193,Macon County,Georgia,2019,6,1,12934.0,77.31560228854183
1103,13193,Macon County,Georgia,2020,3,1,12021.0,83.18775476249895
1104,13193,Macon County,Georgia,2020,11,1,12021.0,83.18775476249895
1105,13193,Macon County,Georgia,2021,7,1,11852.0,84.37394532568342
1106,13193,Macon County,Georgia,2022,6,1,11777.0,84.91126772522713
1107,13193,Macon County,Georgia,2022,7,1,11777.0,84.91126772522713
1108,13193,Macon County,Georgia,2022,12,1,11777.0,84.91126772522713
1109,13193,Macon County,Georgia,2023,8,1,11817.0,84.62384700008462
1110,13199,Meriwether County,Georgia,2015,9,1,21167.0,47.24335049841735
1111,13215,Muscogee County,Georgia,2015,3,1,198925.0,5.02702023375644
1112,13215,Muscogee County,Georgia,2016,12,1,196354.0,5.092842519123624
1113,13215,Muscogee County,Georgia,2017,3,1,193858.0,5.158414922262687
1114,13215,Muscogee County,Georgia,2017,11,1,193858.0,5.158414922262687
1115,13215,Muscogee County,Georgia,2018,5,1,194362.0,5.14503863924018
1116,13215,Muscogee County,Georgia,2019,12,1,196074.0,5.100115262604935
1117,13215,Muscogee County,Georgia,2021,2,1,205060.0,4.876621476640984
1118,13215,Muscogee County,Georgia,2021,5,1,205060.0,4.876621476640984
1119,13215,Muscogee County,Georgia,2021,6,1,205060.0,4.876621476640984
1120,13215,Muscogee County,Georgia,2023,2,2,201877.0,9.907022592965024
1121,13225,Peach County,Georgia,2021,10,1,28245.0,35.40449637103912
1122,13233,Polk County,Georgia,2019,1,1,42616.0,23.465365121081284
1123,13233,Polk County,Georgia,2023,4,1,44223.0,22.612667616398706
1124,13245,Richmond County,Georgia,2014,8,1,201448.0,4.9640602041221555
1125,13245,Richmond County,Georgia,2019,3,1,202639.0,4.934884202942178
1126,13245,Richmond County,Georgia,2021,5,1,205274.0,4.871537554683009
1127,13245,Richmond County,Georgia,2021,9,1,205274.0,4.871537554683009
1128,13245,Richmond County,Georgia,2022,1,1,206344.0,4.846276121428295
1129,13245,Richmond County,Georgia,2023,5,1,205414.0,4.868217356168518
1130,13245,Richmond County,Georgia,2023,10,1,205414.0,4.868217356168518
1131,13247,Rockdale County,Georgia,2015,5,1,88424.0,11.309146837962544
1132,13247,Rockdale County,Georgia,2019,11,1,90639.0,11.032778384580588
1133,13277,Tift County,Georgia,2020,12,1,41387.0,24.162176528861718
1134,13279,Toombs County,Georgia,2019,11,1,26844.0,37.25227238861571
1135,13285,Troup County,Georgia,2015,1,1,69666.0,14.354204346453075
1136,13285,Troup County,Georgia,2019,9,1,70059.0,14.27368360952911
1137,13285,Troup County,Georgia,2023,7,1,70742.0,14.135874021090725
1138,13287,Turner County,Georgia,2018,6,1,7917.0,126.31047113805734
1139,13299,Ware County,Georgia,2016,6,1,35675.0,28.030833917309042
1140,13315,Wilcox County,Georgia,2019,3,1,8607.0,116.18450098756826
1141,13321,Worth County,Georgia,2014,7,1,21010.0,47.596382674916704
1142,15003,Honolulu County,Hawaii,2023,4,1,989408.0,1.0107053915068405
1143,16015,Boise County,Idaho,2021,10,1,8133.0,122.95585884667405
1144,16027,Canyon County,Idaho,2020,2,1,233013.0,4.291606047731243
1145,16079,Shoshone County,Idaho,2023,6,1,14026.0,71.29616426636247
1146,17017,Cass County,Illinois,2023,12,1,12596.0,79.39028262940616
1147,17019,Champaign County,Illinois,2016,9,1,210388.0,4.753122801680704
1148,17019,Champaign County,Illinois,2018,3,1,210206.0,4.757238137826703
1149,17019,Champaign County,Illinois,2020,8,1,205654.0,4.862536104330575
1150,17019,Champaign County,Illinois,2021,7,2,206605.0,9.680307833789115
1151,17019,Champaign County,Illinois,2021,8,1,206605.0,4.8401539168945575
1152,17019,Champaign County,Illinois,2023,6,1,205644.0,4.862772558401899
1153,17031,Cook County,Illinois,2014,1,1,5254108.0,0.19032726392377164
1154,17031,Cook County,Illinois,2014,2,1,5254108.0,0.19032726392377164
1155,17031,Cook County,Illinois,2014,3,1,5254108.0,0.19032726392377164
1156,17031,Cook County,Illinois,2014,4,3,5254108.0,0.5709817917713149
1157,17031,Cook County,Illinois,2014,5,2,5254108.0,0.3806545278475433
1158,17031,Cook County,Illinois,2014,6,4,5254108.0,0.7613090556950866
1159,17031,Cook County,Illinois,2014,7,3,5254108.0,0.5709817917713149
1160,17031,Cook County,Illinois,2014,8,1,5254108.0,0.19032726392377164
1161,17031,Cook County,Illinois,2014,11,1,5254108.0,0.19032726392377164
1162,17031,Cook County,Illinois,2014,12,2,5254108.0,0.3806545278475433
1163,17031,Cook County,Illinois,2015,3,1,5243371.0,0.190717002477986
1164,17031,Cook County,Illinois,2015,5,1,5243371.0,0.190717002477986
1165,17031,Cook County,Illinois,2015,6,1,5243371.0,0.190717002477986
1166,17031,Cook County,Illinois,2015,7,2,5243371.0,0.381434004955972
1167,17031,Cook County,Illinois,2015,8,4,5243371.0,0.762868009911944
1168,17031,Cook County,Illinois,2015,9,6,5243371.0,1.144302014867916
1169,17031,Cook County,Illinois,2015,10,1,5243371.0,0.190717002477986
1170,17031,Cook County,Illinois,2015,11,1,5243371.0,0.190717002477986
1171,17031,Cook County,Illinois,2016,1,1,5223386.0,0.1914466976019004
1172,17031,Cook County,Illinois,2016,2,1,5223386.0,0.1914466976019004
1173,17031,Cook County,Illinois,2016,3,3,5223386.0,0.5743400928057011
1174,17031,Cook County,Illinois,2016,4,4,5223386.0,0.7657867904076016
1175,17031,Cook County,Illinois,2016,5,2,5223386.0,0.3828933952038008
1176,17031,Cook County,Illinois,2016,6,6,5223386.0,1.1486801856114022
1177,17031,Cook County,Illinois,2016,7,3,5223386.0,0.5743400928057011
1178,17031,Cook County,Illinois,2016,8,3,5223386.0,0.5743400928057011
1179,17031,Cook County,Illinois,2016,9,2,5223386.0,0.3828933952038008
1180,17031,Cook County,Illinois,2016,10,4,5223386.0,0.7657867904076016
1181,17031,Cook County,Illinois,2016,11,5,5223386.0,0.9572334880095018
1182,17031,Cook County,Illinois,2016,12,5,5223386.0,0.9572334880095018
1183,17031,Cook County,Illinois,2017,1,3,5199582.0,0.5769694563909176
1184,17031,Cook County,Illinois,2017,2,2,5199582.0,0.38464630426061175
1185,17031,Cook County,Illinois,2017,3,3,5199582.0,0.5769694563909176
1186,17031,Cook County,Illinois,2017,4,3,5199582.0,0.5769694563909176
1187,17031,Cook County,Illinois,2017,5,2,5199582.0,0.38464630426061175
1188,17031,Cook County,Illinois,2017,6,4,5199582.0,0.7692926085212235
1189,17031,Cook County,Illinois,2017,7,4,5199582.0,0.7692926085212235
1190,17031,Cook County,Illinois,2017,8,4,5199582.0,0.7692926085212235
1191,17031,Cook County,Illinois,2017,9,4,5199582.0,0.7692926085212235
1192,17031,Cook County,Illinois,2017,10,1,5199582.0,0.19232315213030587
1193,17031,Cook County,Illinois,2017,12,2,5199582.0,0.38464630426061175
1194,17031,Cook County,Illinois,2018,1,1,5171007.0,0.19338593043869406
1195,17031,Cook County,Illinois,2018,3,1,5171007.0,0.19338593043869406
1196,17031,Cook County,Illinois,2018,5,2,5171007.0,0.38677186087738813
1197,17031,Cook County,Illinois,2018,6,7,5171007.0,1.3537015130708583
1198,17031,Cook County,Illinois,2018,7,5,5171007.0,0.9669296521934702
1199,17031,Cook County,Illinois,2018,8,8,5171007.0,1.5470874435095525
1200,17031,Cook County,Illinois,2018,9,2,5171007.0,0.38677186087738813
1201,17031,Cook County,Illinois,2018,10,3,5171007.0,0.5801577913160821
1202,17031,Cook County,Illinois,2019,1,1,5145326.0,0.1943511450975118
1203,17031,Cook County,Illinois,2019,2,1,5145326.0,0.1943511450975118
1204,17031,Cook County,Illinois,2019,3,2,5145326.0,0.3887022901950236
1205,17031,Cook County,Illinois,2019,4,1,5145326.0,0.1943511450975118
1206,17031,Cook County,Illinois,2019,5,1,5145326.0,0.1943511450975118
1207,17031,Cook County,Illinois,2019,6,6,5145326.0,1.1661068705850708
1208,17031,Cook County,Illinois,2019,7,10,5145326.0,1.943511450975118
1209,17031,Cook County,Illinois,2019,8,6,5145326.0,1.1661068705850708
1210,17031,Cook County,Illinois,2019,9,4,5145326.0,0.7774045803900472
1211,17031,Cook County,Illinois,2019,10,1,5145326.0,0.1943511450975118
1212,17031,Cook County,Illinois,2019,12,1,5145326.0,0.1943511450975118
1213,17031,Cook County,Illinois,2020,1,1,5263608.0,0.18998375258947853
1214,17031,Cook County,Illinois,2020,2,2,5263608.0,0.37996750517895705
1215,17031,Cook County,Illinois,2020,3,2,5263608.0,0.37996750517895705
1216,17031,Cook County,Illinois,2020,4,1,5263608.0,0.18998375258947853
1217,17031,Cook County,Illinois,2020,5,3,5263608.0,0.5699512577684357
1218,17031,Cook County,Illinois,2020,6,12,5263608.0,2.2798050310737428
1219,17031,Cook County,Illinois,2020,7,13,5263608.0,2.469788783663221
1220,17031,Cook County,Illinois,2020,8,5,5263608.0,0.9499187629473927
1221,17031,Cook County,Illinois,2020,9,7,5263608.0,1.32988626812635
1222,17031,Cook County,Illinois,2020,10,3,5263608.0,0.5699512577684357
1223,17031,Cook County,Illinois,2020,11,4,5263608.0,0.7599350103579141
1224,17031,Cook County,Illinois,2020,12,2,5263608.0,0.37996750517895705
