,FIPS,County,State,Year,Month,Shootings,Population,Ratio County
0,1001,Autauga County,Alabama,2017,7,1,55448.0,18.03491559659501
1,1001,Autauga County,Alabama,2022,3,1,59726.0,16.743126946388507
2,1003,Baldwin County,Alabama,2023,2,1,253507.0,3.9446642499023694
3,1009,Blount County,Alabama,2016,4,1,57487.0,17.395237184059006
4,1011,Bullock County,Alabama,2018,1,1,10165.0,98.3767830791933
5,1015,Calhoun County,Alabama,2016,4,1,115036.0,8.692930908585138
6,1015,Calhoun County,Alabama,2022,5,1,115780.0,8.637070305752289
7,1017,Chambers County,Alabama,2017,10,1,33716.0,29.659508838533633
8,1017,Chambers County,Alabama,2019,9,1,33244.0,30.080616051016726
9,1017,Chambers County,Alabama,2022,10,1,34164.0,29.270577215782694
10,1019,Cherokee County,Alabama,2015,11,1,25739.0,38.85154823419713
11,1025,Clarke County,Alabama,2023,12,1,22337.0,44.768769306531766
12,1031,Coffee County,Alabama,2016,4,1,51281.0,19.50039975819504
13,1031,Coffee County,Alabama,2020,9,1,53549.0,18.674485051074715
14,1039,Covington County,Alabama,2014,6,1,37766.0,26.47884340412011
15,1045,Dale County,Alabama,2016,12,1,49476.0,20.211819872261298
16,1045,Dale County,Alabama,2022,3,1,49495.0,20.20406101626427
17,1047,Dallas County,Alabama,2017,9,1,39263.0,25.469271324147417
18,1051,Elmore County,Alabama,2016,3,1,81258.0,12.306480592680105
19,1051,Elmore County,Alabama,2018,7,1,81189.0,12.3169394868763
20,1053,Escambia County,Alabama,2019,5,1,36569.0,27.345565916486642
21,1061,Geneva County,Alabama,2018,7,1,26296.0,38.028597505324
22,1063,Greene County,Alabama,2016,2,1,8485.0,117.85503830288745
23,1063,Greene County,Alabama,2018,1,1,8212.0,121.77301509985388
24,1065,Hale County,Alabama,2020,6,1,14772.0,67.6956404007582
25,1069,Houston County,Alabama,2021,9,1,107470.0,9.304922303898762
26,1073,Jefferson County,Alabama,2016,2,1,660507.0,1.513988496715402
27,1073,Jefferson County,Alabama,2016,5,1,660507.0,1.513988496715402
28,1073,Jefferson County,Alabama,2016,8,1,660507.0,1.513988496715402
29,1073,Jefferson County,Alabama,2016,12,1,660507.0,1.513988496715402
30,1073,Jefferson County,Alabama,2017,4,1,659892.0,1.515399489613452
31,1073,Jefferson County,Alabama,2017,12,1,659892.0,1.515399489613452
32,1073,Jefferson County,Alabama,2018,9,1,659672.0,1.5159048739373508
33,1073,Jefferson County,Alabama,2018,10,1,659672.0,1.5159048739373508
34,1073,Jefferson County,Alabama,2019,1,1,658539.0,1.5185129506376995
35,1073,Jefferson County,Alabama,2019,2,1,658539.0,1.5185129506376995
36,1073,Jefferson County,Alabama,2019,4,1,658539.0,1.5185129506376995
37,1073,Jefferson County,Alabama,2019,11,1,658539.0,1.5185129506376995
38,1073,Jefferson County,Alabama,2020,5,1,674717.0,1.4821028668315752
39,1073,Jefferson County,Alabama,2020,8,2,674717.0,2.9642057336631504
40,1073,Jefferson County,Alabama,2021,4,2,669990.0,2.985119180883297
41,1073,Jefferson County,Alabama,2021,5,1,669990.0,1.4925595904416484
42,1073,Jefferson County,Alabama,2021,11,1,669990.0,1.4925595904416484
43,1073,Jefferson County,Alabama,2022,4,2,665084.0,3.007138947862225
44,1073,Jefferson County,Alabama,2022,8,2,665084.0,3.007138947862225
45,1073,Jefferson County,Alabama,2022,9,1,665084.0,1.5035694739311125
46,1073,Jefferson County,Alabama,2023,3,1,662895.0,1.5085345341268226
47,1073,Jefferson County,Alabama,2023,4,1,662895.0,1.5085345341268226
48,1073,Jefferson County,Alabama,2023,7,1,662895.0,1.5085345341268226
49,1073,Jefferson County,Alabama,2023,9,1,662895.0,1.5085345341268226
50,1073,Jefferson County,Alabama,2023,11,1,662895.0,1.5085345341268226
51,1081,Lee County,Alabama,2016,4,1,159446.0,6.271715816012945
52,1081,Lee County,Alabama,2018,9,1,164206.0,6.089911452687478
53,1081,Lee County,Alabama,2020,6,1,174754.0,5.722329674857228
54,1083,Limestone County,Alabama,2019,9,1,99136.0,10.087153001936732
55,1085,Lowndes County,Alabama,2021,6,1,9945.0,100.55304172951232
56,1087,Macon County,Alabama,2019,12,1,18065.0,55.35566011624689
57,1089,Madison County,Alabama,2014,1,1,349973.0,2.8573632823103496
58,1089,Madison County,Alabama,2018,1,2,367386.0,5.4438655800710976
59,1089,Madison County,Alabama,2018,6,1,367386.0,2.7219327900355488
60,1089,Madison County,Alabama,2023,1,1,412600.0,2.423654871546292
61,1091,Marengo County,Alabama,2018,11,1,19093.0,52.375216047766195
62,1095,Marshall County,Alabama,2021,6,1,98286.0,10.174389027938872
63,1097,Mobile County,Alabama,2015,12,1,414654.0,2.4116492304427304
64,1097,Mobile County,Alabama,2016,8,1,415169.0,2.40865767916198
65,1097,Mobile County,Alabama,2016,10,1,415169.0,2.40865767916198
66,1097,Mobile County,Alabama,2018,4,1,414275.0,2.413855530746485
67,1097,Mobile County,Alabama,2019,3,1,413516.0,2.4182861122665145
68,1097,Mobile County,Alabama,2019,8,1,413516.0,2.4182861122665145
69,1097,Mobile County,Alabama,2021,10,1,413383.0,2.419064160838738
70,1097,Mobile County,Alabama,2021,11,1,413383.0,2.419064160838738
71,1097,Mobile County,Alabama,2021,12,1,413383.0,2.419064160838738
72,1097,Mobile County,Alabama,2022,11,1,411398.0,2.430736172757281
73,1097,Mobile County,Alabama,2022,12,1,411398.0,2.430736172757281
74,1101,Montgomery County,Alabama,2015,4,1,227420.0,4.397150646381145
75,1101,Montgomery County,Alabama,2015,5,1,227420.0,4.397150646381145
76,1101,Montgomery County,Alabama,2016,5,1,227398.0,4.39757605607789
77,1101,Montgomery County,Alabama,2018,6,1,226631.0,4.4124590192868585
78,1101,Montgomery County,Alabama,2019,8,1,226074.0,4.42333041393526
79,1101,Montgomery County,Alabama,2019,12,1,226074.0,4.42333041393526
80,1101,Montgomery County,Alabama,2020,5,1,228342.0,4.379395818552872
81,1101,Montgomery County,Alabama,2020,8,1,228342.0,4.379395818552872
82,1101,Montgomery County,Alabama,2021,4,1,226935.0,4.406548130521955
83,1101,Montgomery County,Alabama,2021,5,1,226935.0,4.406548130521955
84,1101,Montgomery County,Alabama,2021,6,1,226935.0,4.406548130521955
85,1101,Montgomery County,Alabama,2021,7,1,226935.0,4.406548130521955
86,1101,Montgomery County,Alabama,2021,8,1,226935.0,4.406548130521955
87,1101,Montgomery County,Alabama,2021,9,1,226935.0,4.406548130521955
88,1101,Montgomery County,Alabama,2021,10,1,226935.0,4.406548130521955
89,1101,Montgomery County,Alabama,2022,1,1,226301.0,4.418893420709586
90,1101,Montgomery County,Alabama,2023,5,1,224980.0,4.444839541292559
91,1101,Montgomery County,Alabama,2023,7,1,224980.0,4.444839541292559
92,1103,Morgan County,Alabama,2020,6,1,123288.0,8.11108948153916
93,1105,Perry County,Alabama,2022,9,1,7904.0,126.51821862348179
94,1107,Pickens County,Alabama,2021,3,1,18618.0,53.71146202599635
95,1107,Pickens County,Alabama,2021,5,1,18618.0,53.71146202599635
96,1109,Pike County,Alabama,2017,12,1,33441.0,29.90341197930684
97,1109,Pike County,Alabama,2020,8,1,32900.0,30.395136778115504
98,1109,Pike County,Alabama,2021,11,1,32746.0,30.53808098699078
99,1113,Russell County,Alabama,2017,5,1,57134.0,17.502712920502677
100,1113,Russell County,Alabama,2018,3,1,57933.0,17.261319110006387
101,1113,Russell County,Alabama,2021,4,1,58681.0,17.041291048209814
102,1113,Russell County,Alabama,2022,10,1,58594.0,17.066593849199577
103,1117,Shelby County,Alabama,2020,7,1,223912.0,4.4660402300903925
104,1123,Tallapoosa County,Alabama,2016,8,1,40607.0,24.626295958824834
105,1123,Tallapoosa County,Alabama,2022,7,1,40913.0,24.442108865152885
106,1123,Tallapoosa County,Alabama,2023,4,1,40677.0,24.583917201366866
107,1125,Tuscaloosa County,Alabama,2021,4,1,235670.0,4.24322145372767
108,1125,Tuscaloosa County,Alabama,2022,5,1,236690.0,4.224935569732561
109,2000,Alaska,Alaska,2020,11,1,732964.0,1.3643234865559564
110,2020,Anchorage Municipality,Alaska,2014,9,1,300647.0,3.3261599151163987
111,2020,Anchorage Municipality,Alaska,2020,4,1,290893.0,3.437690147236269
112,2020,Anchorage Municipality,Alaska,2020,10,1,290893.0,3.437690147236269
113,2020,Anchorage Municipality,Alaska,2021,6,1,289169.0,3.4581853518184866
114,4005,Coconino County,Arizona,2015,10,1,139100.0,7.1890726096333575
115,4007,Gila County,Arizona,2018,11,1,53833.0,18.575966414652722
116,4013,Maricopa County,Arizona,2014,4,1,4094842.0,0.2442096666977627
117,4013,Maricopa County,Arizona,2015,3,1,4174423.0,0.2395540653163323
118,4013,Maricopa County,Arizona,2015,4,2,4174423.0,0.4791081306326646
119,4013,Maricopa County,Arizona,2015,10,1,4174423.0,0.2395540653163323
120,4013,Maricopa County,Arizona,2016,1,1,4258019.0,0.23485099526329026
121,4013,Maricopa County,Arizona,2016,2,1,4258019.0,0.23485099526329026
122,4013,Maricopa County,Arizona,2016,6,1,4258019.0,0.23485099526329026
123,4013,Maricopa County,Arizona,2016,7,1,4258019.0,0.23485099526329026
124,4013,Maricopa County,Arizona,2017,5,1,4329227.0,0.2309881186641403
125,4013,Maricopa County,Arizona,2017,7,1,4329227.0,0.2309881186641403
126,4013,Maricopa County,Arizona,2017,10,2,4329227.0,0.4619762373282806
127,4013,Maricopa County,Arizona,2018,7,1,4405306.0,0.22699898713051941
128,4013,Maricopa County,Arizona,2019,1,1,4492261.0,0.2226050534463603
129,4013,Maricopa County,Arizona,2019,3,2,4492261.0,0.4452101068927206
130,4013,Maricopa County,Arizona,2019,4,1,4492261.0,0.2226050534463603
131,4013,Maricopa County,Arizona,2019,11,1,4492261.0,0.2226050534463603
132,4013,Maricopa County,Arizona,2020,6,1,4445059.0,0.22496889242639972
133,4013,Maricopa County,Arizona,2020,10,1,4445059.0,0.22496889242639972
134,4013,Maricopa County,Arizona,2020,11,1,4445059.0,0.22496889242639972
135,4013,Maricopa County,Arizona,2021,1,2,4499438.0,0.444499957550254
136,4013,Maricopa County,Arizona,2021,3,1,4499438.0,0.222249978775127
137,4013,Maricopa County,Arizona,2021,5,1,4499438.0,0.222249978775127
138,4013,Maricopa County,Arizona,2022,2,1,4555833.0,0.21949882710801735
139,4013,Maricopa County,Arizona,2022,3,1,4555833.0,0.21949882710801735
140,4013,Maricopa County,Arizona,2022,4,1,4555833.0,0.21949882710801735
141,4013,Maricopa County,Arizona,2022,5,1,4555833.0,0.21949882710801735
142,4013,Maricopa County,Arizona,2022,6,2,4555833.0,0.4389976542160347
143,4013,Maricopa County,Arizona,2022,7,1,4555833.0,0.21949882710801735
144,4013,Maricopa County,Arizona,2022,8,2,4555833.0,0.4389976542160347
145,4013,Maricopa County,Arizona,2022,10,1,4555833.0,0.21949882710801735
146,4013,Maricopa County,Arizona,2022,12,2,4555833.0,0.4389976542160347
147,4013,Maricopa County,Arizona,2023,1,1,4585871.0,0.21806108370689015
148,4013,Maricopa County,Arizona,2023,3,1,4585871.0,0.21806108370689015
149,4013,Maricopa County,Arizona,2023,4,1,4585871.0,0.21806108370689015
150,4013,Maricopa County,Arizona,2023,5,1,4585871.0,0.21806108370689015
151,4013,Maricopa County,Arizona,2023,7,1,4585871.0,0.21806108370689015
152,4013,Maricopa County,Arizona,2023,11,1,4585871.0,0.21806108370689015
153,4019,Pima County,Arizona,2015,5,1,1009490.0,0.9905992134642245
154,4019,Pima County,Arizona,2020,11,1,1045175.0,0.9567775731336857
155,4019,Pima County,Arizona,2021,7,1,1048914.0,0.9533670062559944
156,4019,Pima County,Arizona,2023,2,1,1063162.0,0.940590427423102
157,4021,Pinal County,Arizona,2017,10,1,431490.0,2.3175508123015596
158,4027,Yuma County,Arizona,2022,6,1,208874.0,4.787575284621351
159,4027,Yuma County,Arizona,2023,1,1,213221.0,4.689969562097542
160,4027,Yuma County,Arizona,2023,5,1,213221.0,4.689969562097542
161,5025,Cleveland County,Arkansas,2020,6,1,7552.0,132.41525423728814
162,5027,Columbia County,Arkansas,2020,7,1,22744.0,43.967639817094614
163,5027,Columbia County,Arkansas,2021,6,1,22490.0,44.4642063139173
164,5031,Craighead County,Arkansas,2014,5,1,102707.0,9.736434712337037
165,5031,Craighead County,Arkansas,2017,5,1,107274.0,9.321923299215094
166,5031,Craighead County,Arkansas,2019,1,1,110772.0,9.027552088975552
167,5035,Crittenden County,Arkansas,2016,7,1,49296.0,20.285621551444336
168,5035,Crittenden County,Arkansas,2020,9,1,48076.0,20.80039936766786
169,5041,Desha County,Arkansas,2022,3,1,10758.0,92.95408068414203
170,5045,Faulkner County,Arkansas,2020,6,1,123820.0,8.076239702794378
171,5051,Garland County,Arkansas,2016,9,1,98356.0,10.167147911667819
172,5051,Garland County,Arkansas,2022,5,1,99982.0,10.00180032405833
173,5057,Hempstead County,Arkansas,2020,6,1,19989.0,50.02751513332333
174,5067,Jackson County,Arkansas,2023,2,1,16784.0,59.58055290753098
175,5069,Jefferson County,Arkansas,2014,7,1,72504.0,13.792342491448748
176,5069,Jefferson County,Arkansas,2018,4,1,68241.0,14.653947040635394
177,5069,Jefferson County,Arkansas,2018,8,1,68241.0,14.653947040635394
178,5069,Jefferson County,Arkansas,2019,3,1,67137.0,14.894916365044612
179,5069,Jefferson County,Arkansas,2020,8,1,66830.0,14.963339817447254
180,5069,Jefferson County,Arkansas,2020,9,1,66830.0,14.963339817447254
181,5069,Jefferson County,Arkansas,2021,10,2,65637.0,30.470618705912823
182,5069,Jefferson County,Arkansas,2023,3,1,63661.0,15.708204395155589
183,5069,Jefferson County,Arkansas,2023,8,2,63661.0,31.416408790311177
184,5069,Jefferson County,Arkansas,2023,10,1,63661.0,15.708204395155589
185,5077,Lee County,Arkansas,2023,5,1,8201.0,121.93634922570419
186,5093,Mississippi County,Arkansas,2015,8,1,43692.0,22.88748512313467
187,5093,Mississippi County,Arkansas,2020,6,1,40538.0,24.668212541319257
188,5095,Monroe County,Arkansas,2018,1,1,6880.0,145.34883720930233
189,5107,Phillips County,Arkansas,2020,7,1,16440.0,60.82725060827251
190,5115,Pope County,Arkansas,2020,12,1,63410.0,15.770383220312254
191,5119,Pulaski County,Arkansas,2015,2,1,393857.0,2.538992578524693
192,5119,Pulaski County,Arkansas,2016,11,1,394322.0,2.5359984986888886
193,5119,Pulaski County,Arkansas,2017,2,1,393585.0,2.5407472337614494
194,5119,Pulaski County,Arkansas,2017,7,1,393585.0,2.5407472337614494
195,5119,Pulaski County,Arkansas,2018,11,1,392184.0,2.549823552210187
196,5119,Pulaski County,Arkansas,2019,1,1,392318.0,2.54895263536213
197,5119,Pulaski County,Arkansas,2019,11,2,392318.0,5.09790527072426
198,5119,Pulaski County,Arkansas,2020,9,4,399274.0,10.0181830021489
199,5119,Pulaski County,Arkansas,2021,4,1,398108.0,2.511881198066856
200,5119,Pulaski County,Arkansas,2022,2,1,399387.0,2.5038371304023417
201,5119,Pulaski County,Arkansas,2022,10,1,399387.0,2.5038371304023417
202,5119,Pulaski County,Arkansas,2023,3,1,400009.0,2.4999437512655964
203,5119,Pulaski County,Arkansas,2023,10,1,400009.0,2.4999437512655964
204,5119,Pulaski County,Arkansas,2023,11,1,400009.0,2.4999437512655964
205,5131,Sebastian County,Arkansas,2018,9,1,127582.0,7.838096283174742
206,5131,Sebastian County,Arkansas,2021,1,1,128342.0,7.791681600723067
207,5137,Stone County,Arkansas,2022,4,1,12585.0,79.45967421533571
208,5139,Union County,Arkansas,2018,10,1,39130.0,25.555839509327882
209,6000,California,California,2014,5,1,38586706.0,0.02591566121243933
210,6000,California,California,2015,7,1,38904296.0,0.02570410218963993
211,6000,California,California,2017,11,1,39337785.0,0.02542085173326358
212,6000,California,California,2018,7,1,39437463.0,0.02535660065151757
213,6000,California,California,2019,1,1,39437610.0,0.025356506137161963
214,6000,California,California,2019,4,1,39437610.0,0.025356506137161963
215,6000,California,California,2019,11,1,39437610.0,0.025356506137161963
216,6000,California,California,2020,8,1,39503200.0,0.0253144049089694
217,6000,California,California,2022,7,1,39040616.0,0.025614349937511233
218,6000,California,California,2022,8,1,39040616.0,0.025614349937511233
219,6000,California,California,2022,10,1,39040616.0,0.025614349937511233
220,6000,California,California,2023,6,1,38965193.0,0.025663930369855988
221,6000,California,California,2023,9,1,38965193.0,0.025663930369855988
222,6000,California,California,2023,10,2,38965193.0,0.051327860739711975
223,6000,California,California,2023,11,1,38965193.0,0.025663930369855988
224,6001,Alameda County,California,2014,2,1,1607638.0,0.6220305815115095
225,6001,Alameda County,California,2014,8,1,1607638.0,0.6220305815115095
226,6001,Alameda County,California,2015,12,1,1634326.0,0.6118730290040053
227,6001,Alameda County,California,2016,3,1,1650765.0,0.6057797445426817
228,6001,Alameda County,California,2016,4,1,1650765.0,0.6057797445426817
229,6001,Alameda County,California,2016,6,1,1650765.0,0.6057797445426817
230,6001,Alameda County,California,2016,7,1,1650765.0,0.6057797445426817
231,6001,Alameda County,California,2016,8,1,1650765.0,0.6057797445426817
232,6001,Alameda County,California,2016,10,1,1650765.0,0.6057797445426817
233,6001,Alameda County,California,2016,11,1,1650765.0,0.6057797445426817
234,6001,Alameda County,California,2017,7,1,1659824.0,0.602473515264269
235,6001,Alameda County,California,2017,8,1,1659824.0,0.602473515264269
236,6001,Alameda County,California,2018,6,2,1666596.0,1.2000508821574036
237,6001,Alameda County,California,2018,7,1,1666596.0,0.6000254410787018
238,6001,Alameda County,California,2018,10,1,1666596.0,0.6000254410787018
239,6001,Alameda County,California,2018,11,1,1666596.0,0.6000254410787018
240,6001,Alameda County,California,2019,2,1,1668412.0,0.5993723372883916
241,6001,Alameda County,California,2019,3,1,1668412.0,0.5993723372883916
242,6001,Alameda County,California,2019,6,1,1668412.0,0.5993723372883916
243,6001,Alameda County,California,2019,9,1,1668412.0,0.5993723372883916
244,6001,Alameda County,California,2019,12,1,1668412.0,0.5993723372883916
245,6001,Alameda County,California,2020,7,1,1680466.0,0.5950730333133785
246,6001,Alameda County,California,2020,8,1,1680466.0,0.5950730333133785
247,6001,Alameda County,California,2020,9,1,1680466.0,0.5950730333133785
248,6001,Alameda County,California,2020,12,1,1680466.0,0.5950730333133785
249,6001,Alameda County,California,2021,2,1,1644047.0,0.6082551167941063
250,6001,Alameda County,California,2021,5,2,1644047.0,1.2165102335882125
251,6001,Alameda County,California,2021,6,2,1644047.0,1.2165102335882125
252,6001,Alameda County,California,2021,9,2,1644047.0,1.2165102335882125
253,6001,Alameda County,California,2021,11,1,1644047.0,0.6082551167941063
254,6001,Alameda County,California,2022,6,1,1628259.0,0.6141529081061428
255,6001,Alameda County,California,2022,9,2,1628259.0,1.2283058162122855
256,6001,Alameda County,California,2022,10,2,1628259.0,1.2283058162122855
257,6001,Alameda County,California,2023,1,1,1622188.0,0.6164513607547338
258,6001,Alameda County,California,2023,7,1,1622188.0,0.6164513607547338
259,6007,Butte County,California,2022,2,1,207369.0,4.8223215620464
260,6007,Butte County,California,2022,9,1,207369.0,4.8223215620464
261,6007,Butte County,California,2023,5,1,207172.0,4.826907110999556
262,6013,Contra Costa County,California,2014,3,1,1108665.0,0.9019857215660276
263,6013,Contra Costa County,California,2014,6,1,1108665.0,0.9019857215660276
264,6013,Contra Costa County,California,2017,4,1,1145623.0,0.8728875031314839
265,6013,Contra Costa County,California,2017,11,1,1145623.0,0.8728875031314839
266,6013,Contra Costa County,California,2019,6,1,1152883.0,0.8673907066024914
267,6013,Contra Costa County,California,2019,10,1,1152883.0,0.8673907066024914
268,6013,Contra Costa County,California,2019,11,1,1152883.0,0.8673907066024914
269,6013,Contra Costa County,California,2021,6,1,1163941.0,0.8591500771946344
270,6013,Contra Costa County,California,2021,7,1,1163941.0,0.8591500771946344
271,6013,Contra Costa County,California,2021,11,1,1163941.0,0.8591500771946344
272,6013,Contra Costa County,California,2023,6,1,1155025.0,0.8657821259280103
273,6013,Contra Costa County,California,2023,10,1,1155025.0,0.8657821259280103
274,6019,Fresno County,California,2014,9,1,960072.0,1.0415885475256024
275,6019,Fresno County,California,2015,5,1,968889.0,1.032109973381884
276,6019,Fresno County,California,2015,11,1,968889.0,1.032109973381884
277,6019,Fresno County,California,2016,6,1,976231.0,1.024347720979973
278,6019,Fresno County,California,2016,7,1,976231.0,1.024347720979973
279,6019,Fresno County,California,2016,10,1,976231.0,1.024347720979973
280,6019,Fresno County,California,2016,12,1,976231.0,1.024347720979973
281,6019,Fresno County,California,2017,1,1,984726.0,1.0155109136957894
282,6019,Fresno County,California,2017,3,1,984726.0,1.0155109136957894
283,6019,Fresno County,California,2017,8,1,984726.0,1.0155109136957894
284,6019,Fresno County,California,2017,11,1,984726.0,1.0155109136957894
285,6019,Fresno County,California,2019,7,1,997847.0,1.002157645410569
286,6019,Fresno County,California,2019,11,1,997847.0,1.002157645410569
287,6019,Fresno County,California,2020,6,1,1009552.0,0.9905383774188947
288,6019,Fresno County,California,2021,11,1,1013103.0,0.9870664680688934
289,6019,Fresno County,California,2021,12,1,1013103.0,0.9870664680688934
290,6019,Fresno County,California,2022,1,1,1015359.0,0.9848733305165955
291,6019,Fresno County,California,2022,2,1,1015359.0,0.9848733305165955
292,6019,Fresno County,California,2022,5,1,1015359.0,0.9848733305165955
293,6019,Fresno County,California,2022,9,1,1015359.0,0.9848733305165955
294,6019,Fresno County,California,2023,12,1,1017162.0,0.9831275647340345
295,6023,Humboldt County,California,2022,12,1,134944.0,7.410481384870762
296,6029,Kern County,California,2014,8,1,869837.0,1.1496406798055268
297,6029,Kern County,California,2015,11,1,876548.0,1.140838835979319
298,6029,Kern County,California,2016,7,1,881094.0,1.1349526838226114
299,6029,Kern County,California,2017,9,1,887316.0,1.1269942162656823
300,6029,Kern County,California,2018,9,2,893618.0,2.2380927868507574
301,6029,Kern County,California,2020,1,1,905910.0,1.1038624145886458
302,6029,Kern County,California,2020,2,1,905910.0,1.1038624145886458
303,6029,Kern County,California,2020,4,1,905910.0,1.1038624145886458
304,6029,Kern County,California,2020,5,1,905910.0,1.1038624145886458
305,6029,Kern County,California,2020,7,1,905910.0,1.1038624145886458
306,6029,Kern County,California,2021,7,1,912709.0,1.0956394644952552
307,6029,Kern County,California,2022,1,1,916751.0,1.0908087365053323
308,6029,Kern County,California,2022,10,1,916751.0,1.0908087365053323
309,6029,Kern County,California,2023,4,1,913820.0,1.0943074128384147
310,6033,Lake County,California,2016,12,1,63912.0,15.646513956690448
311,6033,Lake County,California,2017,10,1,64132.0,15.592839767978543
312,6033,Lake County,California,2018,8,1,64394.0,15.529397148802685
313,6037,Los Angeles County,California,2014,1,1,10033449.0,0.099666625105684
314,6037,Los Angeles County,California,2014,2,1,10033449.0,0.099666625105684
315,6037,Los Angeles County,California,2014,3,1,10033449.0,0.099666625105684
316,6037,Los Angeles County,California,2014,4,1,10033449.0,0.099666625105684
317,6037,Los Angeles County,California,2014,6,2,10033449.0,0.199333250211368
318,6037,Los Angeles County,California,2014,7,1,10033449.0,0.099666625105684
319,6037,Los Angeles County,California,2014,9,1,10033449.0,0.099666625105684
320,6037,Los Angeles County,California,2014,10,1,10033449.0,0.099666625105684
321,6037,Los Angeles County,California,2014,11,3,10033449.0,0.29899987531705197
322,6037,Los Angeles County,California,2014,12,1,10033449.0,0.099666625105684
323,6037,Los Angeles County,California,2015,2,1,10077263.0,0.09923329380209686
324,6037,Los Angeles County,California,2015,3,1,10077263.0,0.09923329380209686
325,6037,Los Angeles County,California,2015,6,1,10077263.0,0.09923329380209686
326,6037,Los Angeles County,California,2015,8,2,10077263.0,0.19846658760419372
327,6037,Los Angeles County,California,2015,12,1,10077263.0,0.09923329380209686
328,6037,Los Angeles County,California,2016,1,1,10094865.0,0.09906026479799383
329,6037,Los Angeles County,California,2016,2,1,10094865.0,0.09906026479799383
330,6037,Los Angeles County,California,2016,3,1,10094865.0,0.09906026479799383
331,6037,Los Angeles County,California,2016,4,2,10094865.0,0.19812052959598767
332,6037,Los Angeles County,California,2016,6,2,10094865.0,0.19812052959598767
333,6037,Los Angeles County,California,2016,7,1,10094865.0,0.09906026479799383
334,6037,Los Angeles County,California,2016,8,2,10094865.0,0.19812052959598767
335,6037,Los Angeles County,California,2016,9,1,10094865.0,0.09906026479799383
336,6037,Los Angeles County,California,2016,10,2,10094865.0,0.19812052959598767
337,6037,Los Angeles County,California,2016,11,2,10094865.0,0.19812052959598767
338,6037,Los Angeles County,California,2016,12,1,10094865.0,0.09906026479799383
339,6037,Los Angeles County,California,2017,1,1,10092365.0,0.09908480321510368
340,6037,Los Angeles County,California,2017,4,3,10092365.0,0.2972544096453111
341,6037,Los Angeles County,California,2017,6,1,10092365.0,0.09908480321510368
342,6037,Los Angeles County,California,2017,7,1,10092365.0,0.09908480321510368
343,6037,Los Angeles County,California,2017,8,1,10092365.0,0.09908480321510368
344,6037,Los Angeles County,California,2017,9,1,10092365.0,0.09908480321510368
345,6037,Los Angeles County,California,2017,10,1,10092365.0,0.09908480321510368
346,6037,Los Angeles County,California,2017,11,1,10092365.0,0.09908480321510368
347,6037,Los Angeles County,California,2017,12,1,10092365.0,0.09908480321510368
348,6037,Los Angeles County,California,2018,1,1,10061533.0,0.09938843315427182
349,6037,Los Angeles County,California,2018,5,1,10061533.0,0.09938843315427182
350,6037,Los Angeles County,California,2018,6,1,10061533.0,0.09938843315427182
351,6037,Los Angeles County,California,2018,7,2,10061533.0,0.19877686630854363
352,6037,Los Angeles County,California,2018,9,2,10061533.0,0.19877686630854363
353,6037,Los Angeles County,California,2018,10,1,10061533.0,0.09938843315427182
354,6037,Los Angeles County,California,2018,11,1,10061533.0,0.09938843315427182
355,6037,Los Angeles County,California,2018,12,1,10061533.0,0.09938843315427182
356,6037,Los Angeles County,California,2019,1,1,10011602.0,0.09988411445041463
357,6037,Los Angeles County,California,2019,4,2,10011602.0,0.19976822890082926
358,6037,Los Angeles County,California,2019,5,3,10011602.0,0.2996523433512439
359,6037,Los Angeles County,California,2019,7,2,10011602.0,0.19976822890082926
360,6037,Los Angeles County,California,2019,8,1,10011602.0,0.09988411445041463
361,6037,Los Angeles County,California,2019,9,1,10011602.0,0.09988411445041463
362,6037,Los Angeles County,California,2019,10,1,10011602.0,0.09988411445041463
363,6037,Los Angeles County,California,2019,11,3,10011602.0,0.2996523433512439
364,6037,Los Angeles County,California,2020,4,1,9992813.0,0.10007192169011869
365,6037,Los Angeles County,California,2020,5,1,9992813.0,0.10007192169011869
366,6037,Los Angeles County,California,2020,6,1,9992813.0,0.10007192169011869
367,6037,Los Angeles County,California,2020,8,1,9992813.0,0.10007192169011869
368,6037,Los Angeles County,California,2020,10,1,9992813.0,0.10007192169011869
369,6037,Los Angeles County,California,2021,3,1,9809462.0,0.10194238990884516
370,6037,Los Angeles County,California,2021,5,2,9809462.0,0.20388477981769032
371,6037,Los Angeles County,California,2021,7,1,9809462.0,0.10194238990884516
372,6037,Los Angeles County,California,2021,8,2,9809462.0,0.20388477981769032
373,6037,Los Angeles County,California,2021,9,1,9809462.0,0.10194238990884516
374,6037,Los Angeles County,California,2021,11,1,9809462.0,0.10194238990884516
375,6037,Los Angeles County,California,2021,12,1,9809462.0,0.10194238990884516
376,6037,Los Angeles County,California,2022,1,2,9719765.0,0.20576629167474728
377,6037,Los Angeles County,California,2022,2,1,9719765.0,0.10288314583737364
378,6037,Los Angeles County,California,2022,4,1,9719765.0,0.10288314583737364
379,6037,Los Angeles County,California,2022,6,1,9719765.0,0.10288314583737364
380,6037,Los Angeles County,California,2022,7,2,9719765.0,0.20576629167474728
381,6037,Los Angeles County,California,2022,8,2,9719765.0,0.20576629167474728
382,6037,Los Angeles County,California,2022,9,2,9719765.0,0.20576629167474728
383,6037,Los Angeles County,California,2022,10,1,9719765.0,0.10288314583737364
