"year","fips","pop2020","pop2024","state","stateCode","growthSince2020","name","county","slug","landArea","density"
2024,6111,843371,826309,"California","CA",-0.02023071696797729,"Ventura County","Ventura County","california/ventura-county",1841,448.8370450841934
2024,40109,798241,814629,"Oklahoma","OK",0.020530140646747075,"Oklahoma County","Oklahoma County","oklahoma/oklahoma-county",709,1148.9830747531735
2024,25009,807791,813679,"Massachusetts","MA",0.007289014113799341,"Essex County","Essex County","massachusetts/essex-county",493,1650.4645030425963
2024,6075,870518,810202,"California","CA",-0.0692874817062944,"San Francisco County","San Francisco County","california/san-francisco-county",47,17238.340425531915
2024,6077,780617,807637,"California","CA",0.03461364536001654,"San Joaquin County","San Joaquin County","california/san-joaquin-county",1392,580.1989942528736
2024,41051,816514,784833,"Oregon","OR",-0.038800314507773326,"Multnomah County","Multnomah County","oregon/multnomah-county",431,1820.9582366589327
2024,13067,766378,781646,"Georgia","GA",0.019922283781632633,"Cobb County","Cobb County","georgia/cobb-county",340,2298.958823529412
2024,21111,782845,771193,"Kentucky","KY",-0.014884172473478174,"Jefferson County","Jefferson County","kentucky/jefferson-county",381,2024.1286089238845
2024,25025,797181,768038,"Massachusetts","MA",-0.036557569736358486,"Suffolk County","Suffolk County","massachusetts/suffolk-county",58,13242.034482758621
2024,13089,764489,764205,"Georgia","GA",-0.00037148997565694675,"DeKalb County","DeKalb County","georgia/dekalb-county",268,2851.5111940298507
2024,8041,732384,747834,"Colorado","CO",0.021095490890024937,"El Paso County","El Paso County","colorado/el-paso-county",2126,351.7563499529633
2024,36055,757551,746077,"New York","NY",-0.015146174976998217,"Monroe County","Monroe County","new-york/monroe-county",657,1135.5814307458143
2024,48339,625291,743154,"Texas","TX",0.18849303764167402,"Montgomery County","Montgomery County","texas/montgomery-county",1042,713.1996161228407
2024,49049,663595,735656,"Utah","UT",0.10859183688846352,"Utah County","Utah County","utah/utah-county",2004,367.0938123752495
2024,25021,724554,729477,"Massachusetts","MA",0.0067945246317044905,"Norfolk County","Norfolk County","massachusetts/norfolk-county",396,1842.1136363636363
2024,6081,762479,723777,"California","CA",-0.050758119240005284,"San Mateo County","San Mateo County","california/san-mateo-county",449,1611.9755011135858
2024,48491,615552,722109,"Texas","TX",0.17310803961322518,"Williamson County","Williamson County","texas/williamson-county",1116,647.0510752688172
2024,29095,717615,720902,"Missouri","MO",0.0045804505201256784,"Jackson County","Jackson County","missouri/jackson-county",605,1191.5735537190083
2024,8031,717606,719701,"Colorado","CO",0.0029194293247269965,"Denver County","Denver County","colorado/denver-county",153,4703.928104575163
2024,47037,716059,717317,"Tennessee","TN",0.0017568384728074982,"Davidson County","Davidson County","tennessee/davidson-county",503,1426.0775347912524
2024,34017,721879,708563,"New Jersey","NJ",-0.0184463047131167,"Hudson County","Hudson County","new-jersey/hudson-county",46,15403.54347826087
2024,17097,713281,707621,"Illinois","IL",-0.007935161598304208,"Lake County","Lake County","illinois/lake-county",444,1593.740990990991
2024,17197,696826,703410,"Illinois","IL",0.009448556741568304,"Will County","Will County","illinois/will-county",836,841.3995215311005
2024,40143,670702,688675,"Oklahoma","OK",0.026797295967508683,"Tulsa County","Tulsa County","oklahoma/tulsa-county",570,1208.201754385965
2024,11001,670839,686995,"District of Columbia","DC",0.02408327482451078,"District of Columbia","District of Columbia","unknown/district-of-columbia",61,11262.213114754099
2024,35001,676853,670215,"New Mexico","NM",-0.009807151626719524,"Bernalillo County","Bernalillo County","new-mexico/bernalillo-county",1161,577.2739018087856
2024,44007,659963,663806,"Rhode Island","RI",0.005823053716647708,"Providence County","Providence County","rhode-island/providence-county",409,1622.997555012225
2024,26081,658492,663788,"Michigan","MI",0.008042618589140016,"Kent County","Kent County","michigan/kent-county",849,781.846878680801
2024,34029,638465,662731,"New Jersey","NJ",0.03800678189094153,"Ocean County","Ocean County","new-jersey/ocean-county",628,1055.3041401273886
2024,1073,674717,660706,"Alabama","AL",-0.020765743267177172,"Jefferson County","Jefferson County","alabama/jefferson-county",1112,594.160071942446
2024,12009,608775,657251,"Florida","FL",0.07962876267915076,"Brevard County","Brevard County","florida/brevard-county",1015,647.5379310344828
2024,12101,566156,656851,"Florida","FL",0.1601943633910088,"Pasco County","Pasco County","florida/pasco-county",747,879.3186077643909
2024,8005,655272,655853,"Colorado","CO",0.0008866547021695315,"Arapahoe County","Arapahoe County","colorado/arapahoe-county",798,821.8709273182957
2024,42017,646173,646411,"Pennsylvania","PA",0.00036832241520468045,"Bucks County","Bucks County","pennsylvania/bucks-county",604,1070.2168874172185
2024,34025,642836,641370,"New Jersey","NJ",-0.002280519448195184,"Monmouth County","Monmouth County","new-jersey/monmouth-county",468,1370.448717948718
2024,20091,611149,625383,"Kansas","KS",0.023290555985528982,"Johnson County","Johnson County","kansas/johnson-county",474,1319.373417721519
2024,9190,618368,624957,"Connecticut","CT",0.01065546729455602,"Western CT Planning Region","Western CT Planning Region","connecticut/western-connecticut-planning-region",532,1174.7312030075188
2024,12127,555776,601049,"Florida","FL",0.0814590770382313,"Volusia County","Volusia County","florida/volusia-county",1101,545.911898274296
2024,41067,601130,597644,"Oregon","OR",-0.005799078402342284,"Washington County","Washington County","oregon/washington-county",724,825.4751381215469
2024,24003,589106,595817,"Maryland","MD",0.011391837801685956,"Anne Arundel County","Anne Arundel County","maryland/anne-arundel-county",415,1435.7036144578312
2024,31055,585431,592974,"Nebraska","NE",0.012884524393139474,"Douglas County","Douglas County","nebraska/douglas-county",326,1818.9386503067485
2024,25005,576772,583938,"Massachusetts","MA",0.012424320181978254,"Bristol County","Bristol County","massachusetts/bristol-county",553,1055.9457504520797
2024,55025,562615,582936,"Wisconsin","WI",0.036118837926468306,"Dane County","Dane County","wisconsin/dane-county",1196,487.4046822742475
2024,10003,570918,581930,"Delaware","DE",0.019288234037112106,"New Castle County","New Castle County","delaware/new-castle-county",426,1366.0328638497654
2024,42045,576356,577567,"Pennsylvania","PA",0.002101131939287626,"Delaware County","Delaware County","pennsylvania/delaware-county",184,3138.9510869565215
2024,8059,583081,576921,"Colorado","CO",-0.010564569931107326,"Jefferson County","Jefferson County","colorado/jefferson-county",764,755.1321989528795
2024,34039,573660,575035,"New Jersey","NJ",0.0023968901439876955,"Union County","Union County","new-jersey/union-county",103,5582.864077669903
2024,45045,527249,568227,"South Carolina","SC",0.07772039396945285,"Greenville County","Greenville County","south-carolina/greenville-county",786,722.9351145038167
2024,9170,564076,567914,"Connecticut","CT",0.0068040476815180995,"South Central CT Planning Region","South Central CT Planning Region","connecticut/south-central-connecticut-planning-region",367,1547.449591280654
2024,24510,583157,561371,"Maryland","MD",-0.03735872157926601,"Baltimore city","Baltimore city","maryland/baltimore-city",81,6930.506172839506
2024,42071,552821,560518,"Pennsylvania","PA",0.013923132442508424,"Lancaster County","Lancaster County","pennsylvania/lancaster-county",944,593.7690677966102
2024,37081,539321,553275,"North Carolina","NC",0.025873273987105927,"Guilford County","Guilford County","north-carolina/guilford-county",646,856.4628482972137
2024,53063,541175,553170,"Washington","WA",0.022164734143299336,"Spokane County","Spokane County","washington/spokane-county",1764,313.58843537414964
2024,42029,534830,552930,"Pennsylvania","PA",0.03384252940186605,"Chester County","Chester County","pennsylvania/chester-county",751,736.2583222370173
2024,6099,553257,551634,"California","CA",-0.0029335372168811658,"Stanislaus County","Stanislaus County","california/stanislaus-county",1496,368.73930481283423
2024,8001,520500,539221,"Colorado","CO",0.0359673390970221,"Adams County","Adams County","colorado/adams-county",1167,462.057412167952
2024,25023,530200,537368,"Massachusetts","MA",0.013519426631459774,"Plymouth County","Plymouth County","massachusetts/plymouth-county",659,815.4294385432473
2024,39153,539821,535697,"Ohio","OH",-0.007639569412823843,"Summit County","Summit County","ohio/summit-county",413,1297.087167070218
2024,27123,551716,534847,"Minnesota","MN",-0.030575513488823924,"Ramsey County","Ramsey County","minnesota/ramsey-county",152,3518.7302631578946
2024,39113,537119,534118,"Ohio","OH",-0.005587216240721338,"Montgomery County","Montgomery County","ohio/montgomery-county",461,1158.6073752711497
2024,20173,524821,531570,"Kansas","KS",0.012859622614186605,"Sedgwick County","Sedgwick County","kansas/sedgwick-county",997,533.1695085255767
2024,16001,498278,530342,"Idaho","ID",0.0643496200915954,"Ada County","Ada County","idaho/ada-county",1052,504.1273764258555
2024,34007,523122,529743,"New Jersey","NJ",0.012656703407618153,"Camden County","Camden County","new-jersey/camden-county",221,2397.027149321267
2024,53011,505338,525563,"Washington","WA",0.04002271746830832,"Clark County","Clark County","washington/clark-county",628,836.8837579617834
2024,34027,508439,517627,"New Jersey","NJ",0.01807099770080578,"Morris County","Morris County","new-jersey/morris-county",461,1122.8351409978309
2024,17089,516181,515825,"Illinois","IL",-0.000689680557788841,"Kane County","Kane County","illinois/kane-county",519,993.8824662813103
2024,34031,523439,513156,"New Jersey","NJ",-0.019645078032015206,"Passaic County","Passaic County","new-jersey/passaic-county",186,2758.9032258064517
2024,19153,493022,509326,"Iowa","IA",0.033069518195942615,"Polk County","Polk County","iowa/polk-county",572,890.43006993007
2024,47093,480516,505958,"Tennessee","TN",0.0529472483746638,"Knox County","Knox County","tennessee/knox-county",508,995.9803149606299
2024,4021,430187,503441,"Arizona","AZ",0.1702840857580541,"Pinal County","Pinal County","arizona/pinal-county",5367,93.80305571082542
2024,18089,498957,501539,"Indiana","IN",0.005174794621580547,"Lake County","Lake County","indiana/lake-county",499,1005.0881763527054
2024,32031,487710,499064,"Nevada","NV",0.023280228004346926,"Washoe County","Washoe County","nevada/washoe-county",6316,79.01583280557315
2024,51153,482834,492268,"Virginia","VA",0.01953880629781657,"Prince William County","Prince William County","virginia/prince-william-county",335,1469.4567164179105
2024,36085,494598,490016,"New York","NY",-0.009264089219932159,"Richmond County","Richmond County","new-york/richmond-county",58,8448.551724137931
2024,12117,471455,489919,"Florida","FL",0.03916386505604996,"Seminole County","Seminole County","florida/seminole-county",309,1585.4983818770227
2024,6107,473914,481052,"California","CA",0.01506180446241312,"Tulare County","Tulare County","california/tulare-county",4824,99.72056384742952
2024,6097,488282,480955,"California","CA",-0.015005672951286297,"Sonoma County","Sonoma County","california/sonoma-county",1575,305.36825396825395
2024,12115,436237,475474,"Florida","FL",0.08994422756437448,"Sarasota County","Sarasota County","florida/sarasota-county",556,855.1690647482014
2024,34005,461682,472233,"New Jersey","NJ",0.022853392594903044,"Burlington County","Burlington County","new-jersey/burlington-county",799,591.0300375469336
2024,42133,456720,468231,"Pennsylvania","PA",0.02520362585391478,"York County","York County","pennsylvania/york-county",904,517.9546460176991
2024,36067,474192,466018,"New York","NY",-0.017237743361338875,"Onondaga County","Onondaga County","new-york/onondaga-county",778,598.9948586118252
2024,25013,464311,459824,"Massachusetts","MA",-0.009663781387905912,"Hampden County","Hampden County","massachusetts/hampden-county",617,745.257698541329
2024,9140,449285,458666,"Connecticut","CT",0.02087984241628371,"Naugatuck Valley Planning Region","Naugatuck Valley Planning Region","connecticut/naugatuck-valley-planning-region",413,1110.5714285714287
2024,12097,391141,453025,"Florida","FL",0.15821404557435814,"Osceola County","Osceola County","florida/osceola-county",1328,341.1332831325301
2024,12081,401619,453021,"Florida","FL",0.12798697272788395,"Manatee County","Manatee County","florida/manatee-county",743,609.7187079407806
2024,51810,459684,452229,"Virginia","VA",-0.01621766256819901,"Virginia Beach city","Virginia Beach city","virginia/virginia-beach-city",245,1845.8326530612244
2024,27037,440423,451608,"Minnesota","MN",0.025396039716363505,"Dakota County","Dakota County","minnesota/dakota-county",563,802.145648312611
2024,6095,452723,449551,"California","CA",-0.00700649182833657,"Solano County","Solano County","california/solano-county",822,546.8990267639903
2024,22033,455899,446843,"Louisiana","LA",-0.019864048835377957,"East Baton Rouge Parish","East Baton Rouge Parish","louisiana/east-baton-rouge-parish",456,979.9188596491229
2024,51107,422705,439902,"Virginia","VA",0.04068321879324821,"Loudoun County","Loudoun County","virginia/loudoun-county",516,852.5232558139535
2024,12069,386216,438834,"Florida","FL",0.13623982434699755,"Lake County","Lake County","florida/lake-county",952,460.96008403361344
2024,6083,448424,438599,"California","CA",-0.02191006725777389,"Santa Barbara County","Santa Barbara County","california/santa-barbara-county",2734,160.4239209948793
2024,42011,428671,434069,"Pennsylvania","PA",0.012592407697278318,"Berks County","Berks County","pennsylvania/berks-county",856,507.08995327102804
2024,45019,409899,429384,"South Carolina","SC",0.04753610035642919,"Charleston County","Charleston County","south-carolina/charleston-county",918,467.73856209150324
2024,6061,405927,429048,"California","CA",0.05695851717180678,"Placer County","Placer County","california/placer-county",1407,304.9381663113006
2024,45079,415671,428750,"South Carolina","SC",0.03146478825802146,"Richland County","Richland County","south-carolina/richland-county",757,566.3804491413474
2024,6053,438322,428562,"California","CA",-0.022266735413691285,"Monterey County","Monterey County","california/monterey-county",3282,130.57952468007312
2024,48061,421480,428509,"Texas","TX",0.016676947897883654,"Cameron County","Cameron County","texas/cameron-county",892,480.39125560538116
2024,33011,422913,427215,"New Hampshire","NH",0.010172304942151156,"Hillsborough County","Hillsborough County","new-hampshire/hillsborough-county",877,487.13226909920184
2024,39095,430859,424249,"Ohio","OH",-0.015341445809417875,"Lucas County","Lucas County","ohio/lucas-county",340,1247.7911764705882
2024,12083,377472,423481,"Florida","FL",0.1218871863343507,"Marion County","Marion County","florida/marion-county",1588,266.6756926952141
2024,41005,422468,423228,"Oregon","OR",0.0017989528200952343,"Clackamas County","Clackamas County","oregon/clackamas-county",1871,226.20416889363977
2024,1089,390503,421595,"Alabama","AL",0.0796203870392802,"Madison County","Madison County","alabama/madison-county",802,525.6795511221945
2024,29183,406417,419520,"Missouri","MO",0.032240285224289345,"St. Charles County","St. Charles County","missouri/st-charles-county",561,747.807486631016
2024,22051,439725,417524,"Louisiana","LA",-0.050488373415202736,"Jefferson Parish","Jefferson Parish","louisiana/jefferson-parish",301,1387.1229235880398
2024,55133,407496,414909,"Wisconsin","WI",0.01819158961069567,"Waukesha County","Waukesha County","wisconsin/waukesha-county",550,754.38
2024,1097,414377,411882,"Alabama","AL",-0.0060210870777094305,"Mobile County","Mobile County","alabama/mobile-county",1229,335.13588283157037
2024,45051,353765,411809,"South Carolina","SC",0.16407502155385645,"Horry County","Horry County","south-carolina/horry-county",1133,363.4677846425419
2024,12021,377310,411104,"Florida","FL",0.08956560918077972,"Collier County","Collier County","florida/collier-county",1997,205.86079118678018
2024,48039,373493,409642,"Texas","TX",0.09678628515126131,"Brazoria County","Brazoria County","texas/brazoria-county",1363,300.5443873807777
2024,36071,400986,408449,"New York","NY",0.018611622350904966,"Orange County","Orange County","new-york/orange-county",812,503.01600985221677
2024,26049,405777,401121,"Michigan","MI",-0.01147428267250239,"Genesee County","Genesee County","michigan/genesee-county",637,629.7032967032967
2024,5119,399274,400631,"Arkansas","AR",0.0033986685834790364,"Pulaski County","Pulaski County","arkansas/pulaski-county",758,528.5369393139841
2024,48027,372258,398932,"Texas","TX",0.07165460513944621,"Bell County","Bell County","texas/bell-county",1054,378.4933586337761
2024,18003,386103,397446,"Indiana","IN",0.02937817110978158,"Allen County","Allen County","indiana/allen-county",657,604.9406392694063
2024,39017,390878,396358,"Ohio","OH",0.01401971970793947,"Butler County","Butler County","ohio/butler-county",467,848.7323340471092
2024,37067,383202,396181,"North Carolina","NC",0.03386986497982791,"Forsyth County","Forsyth County","north-carolina/forsyth-county",408,971.031862745098
2024,8035,360323,391875,"Colorado","CO",0.08756587839244223,"Douglas County","Douglas County","colorado/douglas-county",841,465.96313912009515
2024,51041,365311,389462,"Virginia","VA",0.06611079326929659,"Chesterfield County","Chesterfield County","virginia/chesterfield-county",424,918.5424528301887
2024,12111,331441,388286,"Florida","FL",0.17150865463234788,"St. Lucie County","St. Lucie County","florida/st-lucie-county",572,678.8216783216783
2024,47065,367251,385126,"Tennessee","TN",0.048672433839526574,"Hamilton County","Hamilton County","tennessee/hamilton-county",542,710.5645756457565
2024,34021,386466,382563,"New Jersey","NJ",-0.01009920665724795,"Mercer County","Mercer County","new-jersey/mercer-county",224,1707.8705357142858
2024,41039,383308,380181,"Oregon","OR",-0.00815793043714197,"Lane County","Lane County","oregon/lane-county",4554,83.4828722002635
2024,42077,374501,379234,"Pennsylvania","PA",0.012638150498930578,"Lehigh County","Lehigh County","pennsylvania/lehigh-county",345,1099.2289855072463
2024,18057,348996,377827,"Indiana","IN",0.08261126202019509,"Hamilton County","Hamilton County","indiana/hamilton-county",394,958.9517766497462
2024,49011,363771,376527,"Utah","UT",0.03506601680727717,"Davis County","Davis County","utah/davis-county",325,1158.5446153846153
2024,27003,364499,375774,"Minnesota","MN",0.03093286950032792,"Anoka County","Anoka County","minnesota/anoka-county",422,890.4597156398104
2024,8069,359923,373965,"Colorado","CO",0.039013900195319584,"Larimer County","Larimer County","colorado/larimer-county",2596,144.05431432973805
2024,47149,343298,373520,"Tennessee","TN",0.08803430255929245,"Rutherford County","Rutherford County","tennessee/rutherford-county",619,603.4248788368336
2024,39151,374522,372647,"Ohio","OH",-0.00500638146757737,"Stark County","Stark County","ohio/stark-county",575,648.0817391304348
2024,8123,331458,368618,"Colorado","CO",0.11211073499508228,"Weld County","Weld County","colorado/weld-county",3985,92.50138017565872
2024,45083,329379,367448,"South Carolina","SC",0.11557810303631988,"Spartanburg County","Spartanburg County","south-carolina/spartanburg-county",808,454.76237623762376
2024,48167,351590,366101,"Texas","TX",0.04127250490628298,"Galveston County","Galveston County","texas/galveston-county",379,965.9656992084433
2024,26161,371834,364568,"Michigan","MI",-0.01954097796328469,"Washtenaw County","Washtenaw County","michigan/washtenaw-county",706,516.385269121813
2024,22071,383241,358355,"Louisiana","LA",-0.06493564101961946,"Orleans Parish","Orleans Parish","louisiana/orleans-parish",170,2107.970588235294
2024,48355,353398,352988,"Texas","TX",-0.0011601650264008168,"Nueces County","Nueces County","texas/nueces-county",839,420.7246722288439
2024,34035,344754,350637,"New Jersey","NJ",0.01706434153048253,"Somerset County","Somerset County","new-jersey/somerset-county",302,1161.049668874172
2024,42129,354346,350328,"Pennsylvania","PA",-0.011339199539433187,"Westmoreland County","Westmoreland County","pennsylvania/westmoreland-county",1028,340.7859922178988
2024,41047,346350,346763,"Oregon","OR",0.0011924353977190716,"Marion County","Marion County","oregon/marion-county",1181,293.6181202370872
2024,36087,337367,341257,"New York","NY",0.01153046978513017,"Rockland County","Rockland County","new-york/rockland-county",174,1961.2471264367816
2024,37063,325567,340492,"North Carolina","NC",0.04584309834841993,"Durham County","Durham County","north-carolina/durham-county",288,1182.263888888889
2024,37051,335470,338999,"North Carolina","NC",0.01051956955912603,"Cumberland County","Cumberland County","north-carolina/cumberland-county",653,519.1408882082695
2024,24027,332814,336636,"Maryland","MD",0.011483891903585786,"Howard County","Howard County","maryland/howard-county",251,1341.179282868526
2024,51087,334905,334967,"Virginia","VA",0.00018512712560281308,"Henrico County","Henrico County","virginia/henrico-county",234,1431.482905982906
2024,12109,277099,333148,"Florida","FL",0.20227066860580512,"St. Johns County","St. Johns County","florida/st-johns-county",601,554.3227953410982
2024,12033,322568,329996,"Florida","FL",0.02302770268594534,"Escambia County","Escambia County","florida/escambia-county",657,502.2770167427702
2024,31109,323165,328998,"Nebraska","NE",0.018049603143904802,"Lancaster County","Lancaster County","nebraska/lancaster-county",838,392.59904534606204
2024,42079,325217,328280,"Pennsylvania","PA",0.009418326840232805,"Luzerne County","Luzerne County","pennsylvania/luzerne-county",890,368.85393258426967
2024,9120,324387,328177,"Connecticut","CT",0.011683575482371422,"Greater Bridgeport Planning Region","Greater Bridgeport Planning Region","connecticut/greater-bridgeport-planning-region",140,2344.1214285714286
2024,8013,330938,326323,"Colorado","CO",-0.013945210281079867,"Boulder County","Boulder County","colorado/boulder-county",726,449.4807162534435
2024,48303,311578,324119,"Texas","TX",0.04024995346269633,"Lubbock County","Lubbock County","texas/lubbock-county",896,361.73995535714283
2024,33015,314621,321745,"New Hampshire","NH",0.022643116638749516,"Rockingham County","Rockingham County","new-hampshire/rockingham-county",695,462.9424460431655
2024,42095,312784,320282,"Pennsylvania","PA",0.023971814415059578,"Northampton County","Northampton County","pennsylvania/northampton-county",370,865.627027027027
2024,21067,322627,320027,"Kentucky","KY",-0.008058841944412642,"Fayette County","Fayette County","kentucky/fayette-county",284,1126.855633802817
2024,39093,313498,319789,"Ohio","OH",0.020067113665796832,"Lorain County","Lorain County","ohio/lorain-county",491,651.3014256619144
2024,5007,286618,319204,"Arkansas","AR",0.1136913941203972,"Benton County","Benton County","arkansas/benton-county",848,376.4198113207547
2024,36001,314018,317397,"New York","NY",0.010760529651166584,"Albany County","Albany County","new-york/albany-county",523,606.8776290630975
2024,17111,309882,314042,"Illinois","IL",0.013424464796277347,"McHenry County","McHenry County","illinois/mchenry-county",603,520.7993366500829
2024,45063,295047,313951,"South Carolina","SC",0.06407114798659186,"Lexington County","Lexington County","south-carolina/lexington-county",699,449.14306151645206
2024,23005,303585,311623,"Maine","ME",0.026476933972363614,"Cumberland County","Cumberland County","maine/cumberland-county",836,372.7547846889952
2024,34015,302563,310079,"New Jersey","NJ",0.024841107471832213,"Gloucester County","Gloucester County","new-jersey/gloucester-county",322,962.9782608695652
2024,13051,295089,306285,"Georgia","GA",0.037941095737218156,"Chatham County","Chatham County","georgia/chatham-county",433,707.3556581986143
2024,29077,299328,306025,"Missouri","MO",0.022373449861021966,"Greene County","Greene County","missouri/greene-county",675,453.3703703703704
2024,26139,296907,305826,"Michigan","MI",0.03003970940395484,"Ottawa County","Ottawa County","michigan/ottawa-county",564,542.2446808510638
2024,40027,296236,302902,"Oklahoma","OK",0.022502329223996975,"Cleveland County","Cleveland County","oklahoma/cleveland-county",539,561.9703153988868
