Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,Operations
1924338,2021-02-09,Minnesota,Buffalo,755 Crossroads Campus Dr,1,4,0,0,1,
1924892,2021-02-09,Texas,Houston,945 W Little York Rd,0,4,0,0,0,
1921939,2021-02-06,Tennessee,Murfreesboro,Ewing Blvd and West St,1,4,0,0,1,
1921768,2021-02-06,Illinois,Bloomingdale,250 W Schick Rd,1,5,0,0,1,
1923786,2021-02-06,Louisiana,Thibodaux,1100 block of Tiger Dr,0,4,0,0,0,
1922354,2021-02-06,Washington,Tacoma,3634 E McKinley Ave,1,3,0,0,1,
1921641,2021-02-05,Pennsylvania,Mohnton,360 E Wyomissing Ave,1,3,0,0,0,
1924951,2021-02-05,Mississippi,Benoit,1017 Lake Bolivar Rd,3,1,0,0,2,
1920771,2021-02-04,North Carolina,High Point,2912 W English Rd,1,3,1,0,0,
1919696,2021-02-03,Colorado,Oak Creek,200 block of Wild Hogg Dr,2,2,1,0,0,
1919399,2021-02-03,Tennessee,Memphis,800 block of Olympic St,1,3,0,0,0,
1917918,2021-02-02,Florida,Fort Lauderdale (Sunrise),10100 Reflections Blvd W,2,3,1,0,0,
1917909,2021-02-02,Oklahoma,Muskogee,903 Indiana St,6,1,0,0,1,
1917661,2021-02-01,New York,Rochester,400 block of Lyell Ave,1,3,0,0,0,
1916374,2021-01-30,New York,Albany,200 block of Central Ave,1,4,0,0,4,
1914798,2021-01-29,Pennsylvania,Mc Kees Rocks (Mckees Rocks),824 Island Ave,2,2,0,1,2,
1914942,2021-01-28,Michigan,Flint,1900 block of Tebo St,1,4,0,0,0,
1913708,2021-01-27,California,Santa Ana,1614 S Standard Ave,0,4,0,0,0,
1911026,2021-01-25,District of Columbia,Washington,1406 Good Hope Rd SE,1,3,0,1,2,
1910619,2021-01-24,Nevada,Las Vegas,W Wilson Ave and H St,0,5,0,0,0,
1910136,2021-01-24,Indiana,Indianapolis,3540 Adams St,5,1,0,0,1,
1909849,2021-01-22,Kentucky,Covington,217 E Martin Luther King Jr Blvd,0,5,0,0,1,
1905423,2021-01-18,Pennsylvania,Tobyhanna,960 PA-196,0,4,0,0,5,
1904063,2021-01-17,Arizona,Phoenix,2340 W Northern Ave,0,5,0,0,0,
1904036,2021-01-17,Arizona,Phoenix,2236 E University Dr,1,6,0,0,0,
1905360,2021-01-16,Illinois,Kankakee,600 block of N Evergreen Ave,0,4,0,1,1,
1903058,2021-01-15,Pennsylvania,Philadelphia,5000 block of N 10th St,0,4,0,0,0,
1899819,2021-01-11,Florida,Miami,2491 NE 58th St,0,4,0,0,0,
1898261,2021-01-09,Illinois,Evanston,100 Asbury Ave,5,2,1,0,0,
1897878,2021-01-09,Texas,Houston,5828 Martin Luther King Blvd,1,3,0,0,0,
1896774,2021-01-07,District of Columbia,Washington,1300 block of Columbia Rd NW,0,5,0,0,0,
1896384,2021-01-06,Texas,Livingston,201 Maple Ln,2,2,0,0,3,
1896252,2021-01-06,Virginia,Manassas,10010 Ellis Rd,2,3,1,0,0,
1894822,2021-01-04,Louisiana,New Orleans,1600 block of N Galvez St,0,4,0,0,0,
1894979,2021-01-04,Florida,Tampa,1225 S 78th St,0,4,0,1,0,
1894941,2021-01-04,Florida,Fort Lauderdale (Lauderhill),1828 NW 38th Ave,0,7,0,0,0,
1893877,2021-01-03,California,Santa Barbara,1200 block of Liberty St,2,2,0,0,3,
1893953,2021-01-03,Oregon,Gresham,NE 181st Ave and NE San Rafael St,0,4,0,0,1,
1893327,2021-01-03,Texas,Houston,2900 Travis St,1,3,0,1,1,
1893754,2021-01-03,Florida,Miami,3632 NW 25th Ave,0,6,0,0,0,
1893601,2021-01-03,Louisiana,Shreveport,6900 block of Jewella Ave,2,3,0,0,0,
1893744,2021-01-03,Florida,Miami,10525 NW 24th Ave,0,8,0,0,0,
1892034,2021-01-01,Arkansas,Fort Smith,3211 Towson Ave,0,6,0,1,1,
1892704,2021-01-01,Texas,Amarillo,2650 Dumas Dr,1,3,0,0,1,
1891720,2021-01-01,Illinois,Galesburg,1000 block of Monroe St,0,4,0,0,1,
1892114,2021-01-01,Iowa,Sioux City,2637 S Walker St,1,4,0,0,3,
